Jenis_Kelamin,Tinggi_Badan,Berat_Badan,Lahir,Ukur,Umur_Bulan
FEMALE,91.7,13.4,1992-12-01,1995-09-06,33.0
FEMALE,148.3,60.8,1968-11-08,1995-09-05,322.0
MALE,95.0,13.5,1992-06-17,1995-09-05,39.0
MALE,142.3,52.6,1972-09-03,1995-09-06,276.0
FEMALE,100.5,16.9,1990-05-17,1995-09-06,64.0
MALE,84.5,12.2,1992-04-14,1995-09-06,41.0
FEMALE,159.4,85.3,1976-11-16,1995-09-06,226.0
MALE,87.0,13.5,1993-07-05,1995-09-06,26.0
MALE,157.5,62.1,1971-02-04,1995-09-05,295.0
FEMALE,102.4,15.3,1990-04-30,1995-09-05,65.0
MALE,85.8,12.5,1992-09-21,1995-09-05,36.0
MALE,60.0,6.8,1995-05-14,1995-09-05,4.0
MALE,157.5,58.1,1977-06-20,1995-09-05,219.0
MALE,159.8,57.6,1966-05-13,1995-09-06,352.0
MALE,159.6,45.8,1970-10-26,1995-09-05,299.0
MALE,84.2,12.0,1994-02-06,1995-09-05,19.0
FEMALE,150.2,59.0,1960-03-05,1995-09-06,426.0
FEMALE,87.5,12.2,1992-07-26,1995-09-06,38.0
MALE,156.2,76.7,1968-11-23,1995-09-06,322.0
FEMALE,84.7,10.2,1993-05-20,1995-09-06,28.0
FEMALE,159.7,63.0,1966-12-28,1995-09-06,345.0
FEMALE,148.5,73.0,1964-12-08,1995-09-06,369.0
MALE,103.7,17.3,1990-11-25,1995-09-06,58.0
FEMALE,158.3,89.4,1968-11-08,1995-09-06,322.0
MALE,106.0,15.9,1991-05-08,1995-09-06,52.0
FEMALE,163.7,55.8,1967-04-29,1995-09-06,341.0
MALE,110.7,17.3,1990-02-02,1995-09-06,67.0
MALE,154.2,46.3,1977-04-16,1995-09-06,221.0
FEMALE,155.1,57.6,1972-11-28,1995-09-07,274.0
FEMALE,95.0,12.2,1991-02-02,1995-09-07,55.0
MALE,89.8,12.0,1992-07-11,1995-09-07,38.0
FEMALE,160.3,54.0,1961-03-03,1995-09-06,414.0
FEMALE,104.2,15.5,1991-07-30,1995-09-06,50.0
FEMALE,151.7,50.8,1976-10-04,1995-09-06,227.0
MALE,61.4,6.7,1995-06-19,1995-09-06,3.0
MALE,158.5,55.8,1975-03-31,1995-09-06,246.0
FEMALE,150.8,54.4,1964-09-20,1995-09-06,372.0
FEMALE,100.1,14.7,1990-11-20,1995-09-06,58.0
FEMALE,83.0,10.3,1992-10-16,1995-09-06,35.0
MALE,68.5,8.1,1994-10-19,1995-09-06,11.0
MALE,143.1,39.9,1960-02-05,1995-09-06,427.0
FEMALE,86.3,11.5,1993-01-30,1995-09-06,32.0
FEMALE,154.5,74.4,1961-12-19,1995-09-06,405.0
FEMALE,142.0,49.9,1962-10-25,1995-09-07,395.0
FEMALE,149.7,44.9,1963-11-01,1995-09-06,382.0
FEMALE,95.5,15.8,1991-12-07,1995-09-06,45.0
FEMALE,78.4,9.6,1994-02-08,1995-09-06,19.0
MALE,145.0,46.7,1971-12-14,1995-09-07,285.0
FEMALE,91.5,12.9,1992-06-16,1995-09-07,39.0
MALE,150.5,50.3,1966-09-15,1995-09-07,348.0
FEMALE,153.2,46.7,1960-01-22,1995-09-06,428.0
FEMALE,104.3,15.7,1990-12-14,1995-09-06,57.0
MALE,79.4,9.5,1993-08-12,1995-09-06,25.0
MALE,140.3,39.9,1971-02-05,1995-09-06,295.0
MALE,107.7,17.0,1991-11-12,1995-09-06,46.0
MALE,87.0,13.4,1992-12-03,1995-09-06,33.0
FEMALE,59.7,6.8,1995-07-25,1995-09-06,2.0
MALE,147.2,52.2,1964-03-04,1995-09-06,378.0
FEMALE,149.0,72.6,1973-12-11,1995-09-06,261.0
MALE,79.6,11.0,1994-02-03,1995-09-06,19.0
FEMALE,146.2,48.5,1969-10-10,1995-09-07,311.0
FEMALE,90.1,12.8,1992-08-04,1995-09-07,37.0
FEMALE,55.5,6.8,1995-06-19,1995-09-07,3.0
FEMALE,145.7,59.9,1965-02-12,1995-09-07,367.0
FEMALE,64.8,6.1,1995-01-02,1995-09-07,8.0
FEMALE,149.2,53.5,1976-05-03,1995-09-07,232.0
MALE,158.5,50.3,1962-04-01,1995-09-07,401.0
FEMALE,103.1,15.9,1990-05-04,1995-09-07,64.0
MALE,82.8,10.7,1993-09-04,1995-09-07,24.0
MALE,143.2,46.3,1973-05-14,1995-09-07,268.0
FEMALE,67.6,7.4,1993-12-13,1995-09-07,21.0
MALE,155.1,49.0,1970-03-14,1995-09-07,306.0
FEMALE,102.2,16.5,1990-09-09,1995-09-07,60.0
MALE,98.2,15.0,1992-04-14,1995-09-07,41.0
FEMALE,152.8,47.6,1968-03-20,1995-08-11,329.0
MALE,89.8,13.2,1992-01-03,1995-08-11,43.0
FEMALE,70.0,6.7,1994-08-08,1995-08-11,12.0
FEMALE,146.4,49.0,1970-02-23,1995-08-11,306.0
FEMALE,86.1,11.0,1992-09-01,1995-08-11,35.0
FEMALE,59.6,6.3,1995-05-19,1995-08-11,3.0
MALE,143.6,35.8,1976-07-26,1995-08-11,229.0
FEMALE,153.3,47.6,1976-05-24,1995-08-11,231.0
MALE,60.0,6.1,1995-01-31,1995-08-11,7.0
MALE,144.5,41.7,1966-04-12,1995-08-11,352.0
MALE,100.6,14.5,1990-01-17,1995-08-11,67.0
FEMALE,89.1,11.1,1992-07-05,1995-08-11,37.0
MALE,63.0,5.9,1995-03-21,1995-08-11,5.0
MALE,144.8,42.2,1975-04-15,1995-08-11,244.0
MALE,144.8,41.3,1976-07-25,1995-08-11,229.0
FEMALE,146.2,53.1,1972-09-03,1995-08-11,275.0
FEMALE,79.1,9.8,1993-09-17,1995-08-11,23.0
MALE,148.5,54.4,1976-01-11,1995-08-11,235.0
FEMALE,142.8,39.5,1974-04-28,1995-08-11,256.0
FEMALE,74.0,8.0,1993-10-23,1995-08-11,22.0
MALE,145.5,44.0,1964-08-17,1995-08-11,372.0
MALE,144.5,40.8,1977-03-19,1995-08-11,221.0
FEMALE,61.7,6.3,1995-02-08,1995-08-11,6.0
MALE,152.0,56.2,1959-11-01,1995-08-15,429.0
FEMALE,99.6,16.6,1990-03-12,1995-08-15,65.0
FEMALE,85.5,12.0,1992-05-20,1995-08-15,39.0
FEMALE,74.1,8.1,1994-12-13,1995-08-15,8.0
FEMALE,149.9,49.0,1965-09-29,1995-08-15,359.0
FEMALE,98.9,15.9,1992-10-18,1995-08-15,34.0
FEMALE,81.6,10.5,1993-05-09,1995-08-15,27.0
MALE,143.6,41.3,1976-10-22,1995-08-16,226.0
MALE,150.3,44.5,1959-11-30,1995-08-11,429.0
FEMALE,146.1,50.3,1962-10-04,1995-08-14,394.0
FEMALE,152.7,40.8,1976-03-25,1995-08-11,233.0
FEMALE,64.6,5.9,1994-10-09,1995-08-11,10.0
MALE,147.6,47.2,1963-08-28,1995-08-14,384.0
FEMALE,140.6,48.1,1976-10-31,1995-08-15,226.0
MALE,96.2,14.5,1991-12-08,1995-08-15,44.0
FEMALE,57.0,6.1,1995-05-30,1995-08-15,3.0
FEMALE,158.0,62.1,1972-09-13,1995-08-16,275.0
MALE,94.6,14.4,1991-10-19,1995-08-16,46.0
MALE,78.5,10.7,1993-10-13,1995-08-16,22.0
FEMALE,140.4,40.8,1964-04-01,1995-08-11,376.0
FEMALE,72.2,8.2,1993-07-18,1995-08-11,25.0
FEMALE,52.3,3.6,1995-05-14,1995-08-11,3.0
MALE,142.8,50.3,1961-03-29,1995-08-15,413.0
MALE,97.7,14.7,1990-06-22,1995-08-15,62.0
MALE,78.7,10.4,1993-07-02,1995-08-15,25.0
MALE,149.4,64.0,1967-10-07,1995-08-14,334.0
MALE,94.7,13.0,1991-02-26,1995-08-14,54.0
MALE,82.9,10.8,1992-08-29,1995-08-14,36.0
FEMALE,72.2,8.5,1994-07-28,1995-08-14,13.0
FEMALE,152.3,45.8,1970-08-13,1995-08-14,300.0
MALE,102.4,15.2,1990-01-13,1995-08-14,67.0
FEMALE,147.0,69.9,1959-09-20,1995-08-16,431.0
FEMALE,97.7,14.6,1990-10-15,1995-08-16,58.0
MALE,76.2,8.8,1993-09-16,1995-08-16,23.0
FEMALE,144.6,49.9,1977-01-09,1995-08-15,223.0
MALE,142.4,34.5,1966-10-18,1995-08-15,346.0
MALE,88.2,12.5,1992-11-22,1995-08-15,33.0
FEMALE,66.0,6.5,1994-12-06,1995-08-15,8.0
MALE,151.4,52.2,1961-04-05,1995-08-15,412.0
MALE,94.5,14.2,1991-03-09,1995-08-15,53.0
MALE,78.6,11.3,1992-12-10,1995-08-15,32.0
MALE,67.6,7.2,1994-10-12,1995-08-15,10.0
MALE,145.9,43.5,1968-01-10,1995-08-15,331.0
MALE,108.0,16.0,1990-04-24,1995-08-15,64.0
MALE,146.7,49.0,1976-05-13,1995-08-15,231.0
MALE,144.9,38.1,1969-03-18,1995-08-15,317.0
FEMALE,86.6,11.8,1991-09-07,1995-08-15,47.0
FEMALE,70.5,7.4,1994-04-26,1995-08-15,16.0
FEMALE,164.0,57.2,1972-04-08,1995-08-16,280.0
MALE,77.5,8.1,1994-05-28,1995-08-16,15.0
MALE,150.8,50.3,1965-09-29,1995-08-15,359.0
FEMALE,93.0,13.4,1990-10-16,1995-08-15,58.0
FEMALE,75.3,9.7,1993-06-10,1995-08-15,26.0
FEMALE,58.2,4.3,1995-01-14,1995-08-15,7.0
MALE,144.5,47.6,1976-02-13,1995-08-16,234.0
FEMALE,141.7,44.5,1965-03-26,1995-08-16,365.0
FEMALE,104.0,15.3,1990-04-24,1995-08-16,64.0
MALE,90.4,11.3,1992-04-08,1995-08-16,40.0
FEMALE,142.8,40.4,1976-12-18,1995-08-16,224.0
MALE,147.8,41.3,1968-11-18,1995-08-16,321.0
MALE,102.3,15.0,1991-02-03,1995-08-16,54.0
MALE,85.8,10.9,1993-04-23,1995-08-16,28.0
FEMALE,153.4,54.9,1960-11-22,1995-08-16,417.0
FEMALE,98.5,14.5,1991-06-18,1995-08-16,50.0
MALE,149.4,44.0,1970-12-03,1995-08-16,296.0
FEMALE,91.7,12.2,1991-11-03,1995-08-16,45.0
FEMALE,70.2,7.4,1993-11-24,1995-08-16,21.0
FEMALE,154.3,51.7,1962-09-12,1995-08-16,395.0
FEMALE,99.6,15.2,1990-11-26,1995-08-16,57.0
MALE,85.2,9.9,1993-01-20,1995-08-16,31.0
FEMALE,61.6,6.1,1995-03-06,1995-08-16,5.0
MALE,147.1,37.2,1963-11-04,1995-08-16,381.0
MALE,88.6,12.1,1991-12-07,1995-08-16,44.0
FEMALE,66.3,6.5,1995-02-19,1995-08-16,6.0
MALE,155.1,54.4,1972-06-30,1995-08-16,278.0
FEMALE,93.1,12.8,1992-05-20,1995-08-16,39.0
FEMALE,138.6,39.0,1974-02-28,1995-08-15,258.0
MALE,88.5,11.7,1992-01-10,1995-08-15,43.0
MALE,76.5,8.8,1993-12-27,1995-08-15,20.0
MALE,148.6,54.9,1977-05-31,1995-08-16,219.0
MALE,150.9,55.3,1974-07-01,1995-08-16,253.0
FEMALE,100.3,15.9,1990-06-26,1995-08-16,62.0
FEMALE,91.5,12.8,1991-11-06,1995-08-16,45.0
FEMALE,72.9,7.8,1993-12-10,1995-08-16,20.0
MALE,156.0,68.5,1962-03-31,1995-08-16,401.0
MALE,102.3,15.2,1990-05-06,1995-08-16,63.0
MALE,92.8,12.4,1991-12-31,1995-08-16,44.0
FEMALE,78.2,8.3,1993-08-17,1995-08-16,24.0
MALE,150.3,41.7,1962-12-23,1995-08-16,392.0
FEMALE,99.2,13.8,1990-08-31,1995-08-16,60.0
MALE,83.6,11.6,1992-08-03,1995-08-16,36.0
FEMALE,70.1,7.9,1994-05-05,1995-08-16,15.0
FEMALE,148.1,45.4,1963-08-15,1995-08-16,384.0
MALE,99.5,14.2,1991-04-07,1995-08-16,52.0
MALE,73.8,8.3,1994-05-01,1995-08-16,15.0
FEMALE,142.0,47.2,1963-01-30,1995-08-16,391.0
FEMALE,88.6,11.1,1990-10-03,1995-08-16,58.0
MALE,82.3,10.7,1992-10-21,1995-08-16,34.0
MALE,53.3,4.2,1995-07-25,1995-08-16,1.0
FEMALE,148.3,45.8,1959-11-16,1995-08-16,429.0
MALE,83.2,11.4,1992-11-01,1995-08-16,33.0
FEMALE,146.0,44.5,1962-08-14,1995-08-16,396.0
FEMALE,96.6,13.3,1990-11-22,1995-08-16,57.0
MALE,81.5,10.0,1992-10-16,1995-08-16,34.0
MALE,145.5,45.4,1963-12-11,1995-08-16,380.0
MALE,86.7,11.1,1991-10-21,1995-08-16,46.0
MALE,57.0,3.8,1995-04-30,1995-08-16,4.0
MALE,150.6,54.0,1973-02-28,1995-08-16,270.0
FEMALE,98.0,14.4,1990-07-03,1995-08-16,61.0
FEMALE,88.4,13.3,1993-07-21,1995-08-16,25.0
MALE,64.9,5.9,1994-08-15,1995-08-16,12.0
MALE,152.9,66.7,1961-07-01,1995-08-16,409.0
MALE,74.3,8.6,1994-05-25,1995-08-16,15.0
FEMALE,161.3,67.1,1960-09-16,1995-08-07,419.0
MALE,99.5,16.8,1990-12-07,1995-08-07,56.0
MALE,997.0,452.2,1994-08-11,,
FEMALE,151.2,56.7,1965-04-20,1995-08-04,364.0
FEMALE,82.7,12.7,1993-05-25,1995-08-04,27.0
MALE,151.7,40.4,1968-02-04,1995-08-04,330.0
MALE,92.2,12.6,1991-07-01,1995-08-04,49.0
MALE,71.2,7.7,1994-03-01,1995-08-04,17.0
FEMALE,157.6,51.7,1974-02-12,1995-08-07,258.0
MALE,77.5,8.5,1993-06-23,1995-08-07,26.0
MALE,157.2,56.7,1967-09-21,1995-08-08,335.0
MALE,82.0,10.6,1993-07-12,1995-08-08,25.0
FEMALE,151.6,65.8,1970-02-25,1995-08-07,306.0
FEMALE,78.8,11.2,1993-04-10,1995-08-07,28.0
MALE,68.6,8.5,1994-08-01,1995-08-07,12.0
MALE,148.5,49.9,1974-10-19,1995-08-07,250.0
FEMALE,93.2,14.6,1992-05-19,1995-08-07,39.0
FEMALE,75.3,9.2,1994-07-27,1995-08-07,13.0
FEMALE,153.6,57.2,1975-04-15,1995-08-07,244.0
FEMALE,153.3,57.6,1971-11-06,1995-08-07,285.0
FEMALE,159.7,52.2,1974-08-04,1995-08-04,252.0
FEMALE,65.9,6.5,1994-12-15,1995-08-04,8.0
FEMALE,151.0,40.8,1977-06-22,1995-08-04,218.0
FEMALE,154.8,73.9,1966-09-08,1995-08-08,347.0
FEMALE,104.4,16.2,1991-08-28,1995-08-08,48.0
MALE,156.2,43.5,1975-08-22,1995-08-09,240.0
MALE,72.8,8.3,1994-03-26,1995-08-09,17.0
MALE,156.0,67.1,1961-09-18,1995-08-04,407.0
FEMALE,146.8,49.9,1964-02-21,1995-08-04,378.0
MALE,91.7,13.0,1991-07-24,1995-08-04,49.0
FEMALE,53.5,3.7,1995-07-22,1995-08-04,1.0
FEMALE,168.3,90.3,1969-03-02,1995-08-08,317.0
MALE,146.5,65.8,1965-02-28,1995-08-08,366.0
FEMALE,145.6,45.4,1962-02-28,1995-08-04,402.0
MALE,93.6,13.9,1990-12-24,1995-08-04,56.0
MALE,75.0,9.8,1994-04-02,1995-08-04,16.0
MALE,150.1,48.1,1966-10-25,1995-08-04,346.0
FEMALE,100.7,14.5,1990-08-16,1995-08-04,60.0
MALE,83.9,13.7,1992-05-06,1995-08-04,39.0
FEMALE,67.4,7.9,1994-02-07,1995-08-04,18.0
MALE,146.1,50.3,1972-03-19,1995-08-07,281.0
MALE,62.1,7.2,1995-04-21,1995-08-07,4.0
MALE,150.0,47.2,1968-04-07,1995-08-10,328.0
FEMALE,87.5,13.0,1992-12-30,1995-08-10,32.0
FEMALE,145.8,37.2,1970-03-27,1995-08-04,305.0
FEMALE,149.4,47.6,1975-08-30,1995-08-07,240.0
MALE,145.7,44.9,1964-05-12,1995-08-08,375.0
MALE,999.0,453.1,1992-10-28,,
FEMALE,157.1,42.6,1966-09-08,1995-08-07,347.0
FEMALE,161.5,46.7,1968-12-20,1995-08-08,320.0
FEMALE,157.2,49.4,1970-09-24,1995-08-08,299.0
FEMALE,143.0,38.6,1967-09-24,1995-08-07,335.0
FEMALE,86.4,12.3,1991-08-06,1995-08-07,48.0
FEMALE,75.3,8.5,1993-12-04,1995-08-07,20.0
MALE,154.5,49.9,1963-06-09,1995-08-08,386.0
FEMALE,88.0,12.1,1992-03-30,1995-08-08,41.0
MALE,153.4,49.0,1963-12-27,1995-08-08,380.0
MALE,100.6,14.6,1990-11-14,1995-08-08,57.0
FEMALE,84.0,10.7,1992-11-27,1995-08-08,33.0
FEMALE,155.9,55.8,1975-06-15,1995-08-08,242.0
MALE,146.4,47.6,1966-06-01,1995-08-08,350.0
FEMALE,150.7,50.3,1967-12-15,1995-08-08,332.0
FEMALE,106.3,16.7,1990-08-31,1995-08-08,60.0
MALE,90.7,13.5,1992-07-18,1995-08-08,37.0
MALE,72.5,8.3,1994-07-09,1995-08-08,13.0
MALE,147.5,51.3,1974-07-01,1995-08-08,253.0
FEMALE,88.8,14.1,1992-07-26,1995-08-08,37.0
MALE,64.4,7.8,1995-01-19,1995-08-08,7.0
FEMALE,152.7,49.4,1969-09-27,1995-08-08,311.0
MALE,153.7,44.9,1961-03-11,1995-08-08,413.0
MALE,97.5,14.9,1991-07-27,1995-08-08,49.0
MALE,62.3,6.7,1995-04-05,1995-08-08,4.0
FEMALE,155.6,78.0,1960-03-20,1995-08-10,425.0
FEMALE,151.5,68.9,1973-03-17,1995-08-08,269.0
MALE,101.3,16.8,1991-11-29,1995-08-08,45.0
MALE,140.6,33.6,1974-04-29,1995-08-10,256.0
MALE,73.2,8.0,1994-03-26,1995-08-10,17.0
FEMALE,149.9,41.3,1971-01-01,1995-08-10,295.0
MALE,101.0,14.2,1990-05-03,1995-08-10,63.0
FEMALE,88.6,11.8,1992-05-27,1995-08-10,39.0
MALE,72.7,7.9,1995-02-01,1995-08-10,6.0
MALE,154.8,67.6,1973-06-13,1995-08-09,266.0
MALE,94.5,12.0,1990-08-27,1995-08-09,60.0
MALE,88.2,12.5,1992-07-07,1995-08-09,37.0
MALE,68.9,7.3,1994-06-25,1995-08-09,14.0
MALE,152.4,55.8,1967-12-23,1995-08-10,332.0
FEMALE,97.7,14.4,1990-06-08,1995-08-10,62.0
MALE,999.0,453.1,1965-08-24,1995-08-09,360.0
FEMALE,88.0,12.3,1991-07-26,1995-08-09,49.0
MALE,76.2,9.5,1993-05-23,1995-08-09,27.0
MALE,142.3,48.1,1972-09-19,1995-08-08,275.0
FEMALE,97.3,14.0,1991-04-16,1995-08-08,52.0
MALE,76.9,9.6,1993-10-16,1995-08-08,22.0
FEMALE,156.0,59.0,1976-01-22,1995-08-10,235.0
FEMALE,150.2,62.6,1963-01-28,1995-08-09,391.0
MALE,90.3,12.0,1991-06-30,1995-08-09,50.0
FEMALE,147.5,53.1,1967-01-04,1995-08-09,343.0
FEMALE,100.3,16.0,1990-10-03,1995-08-09,58.0
MALE,144.0,50.3,1959-12-25,1995-08-09,428.0
FEMALE,91.5,13.5,1992-05-22,1995-08-09,39.0
MALE,67.1,7.9,1994-10-18,1995-08-09,10.0
MALE,159.9,78.9,1960-05-01,1995-08-10,423.0
MALE,107.9,17.3,1990-01-06,1995-08-10,67.0
MALE,160.5,53.5,1974-11-01,1995-08-09,249.0
FEMALE,150.5,59.4,1963-12-02,1995-08-10,380.0
MALE,101.8,16.2,1990-07-29,1995-08-10,61.0
MALE,147.3,48.1,1960-08-09,1995-08-10,420.0
FEMALE,94.4,16.0,1991-03-24,1995-08-10,53.0
MALE,84.1,11.5,1992-02-24,1995-08-10,42.0
MALE,53.0,3.8,1995-07-31,1995-08-10,1.0
FEMALE,144.5,55.9,1962-08-29,1995-05-29,393.0
FEMALE,146.3,46.9,1967-09-24,1995-05-29,332.0
FEMALE,150.5,54.9,1971-02-09,1995-05-29,291.0
FEMALE,156.7,65.9,1966-11-01,1995-05-31,342.0
FEMALE,148.2,42.9,1974-09-13,1995-05-31,248.0
FEMALE,83.4,11.5,1992-05-12,1995-05-30,36.0
FEMALE,64.5,8.0,1994-08-10,1995-05-31,9.0
MALE,153.1,55.9,1977-01-18,1995-05-31,220.0
FEMALE,148.1,47.9,1970-11-06,1995-05-29,294.0
FEMALE,144.8,57.9,1960-05-29,1995-05-29,420.0
FEMALE,91.9,13.5,1991-09-02,1995-05-29,44.0
MALE,154.8,49.9,1973-02-15,1995-05-29,267.0
MALE,79.5,9.5,1993-11-03,1995-05-29,18.0
FEMALE,143.2,50.9,1973-01-06,1995-05-30,268.0
FEMALE,85.9,11.4,1992-12-01,1995-05-30,29.0
FEMALE,144.0,49.9,1966-06-03,1995-05-29,347.0
MALE,96.4,14.4,1990-09-07,1995-05-29,56.0
MALE,143.8,47.9,1968-08-04,1995-05-29,321.0
FEMALE,91.9,14.3,1990-09-07,1995-05-29,56.0
MALE,86.8,12.9,1992-09-05,1995-05-29,32.0
FEMALE,152.4,46.9,,1995-05-30,
MALE,66.5,7.6,1994-08-10,1995-05-30,9.0
MALE,152.1,54.9,1969-07-08,1995-05-31,310.0
FEMALE,86.1,11.4,1991-09-18,1995-05-31,44.0
FEMALE,77.1,9.7,1993-07-08,1995-05-31,22.0
FEMALE,146.1,48.9,1963-11-06,1995-05-30,378.0
FEMALE,84.3,11.6,1992-11-03,1995-05-30,30.0
MALE,64.3,7.6,1994-11-04,1995-05-30,6.0
MALE,150.9,68.9,1971-10-03,1995-05-31,283.0
MALE,140.9,42.9,1974-11-29,1995-06-01,247.0
FEMALE,84.6,11.0,1992-06-03,1995-06-01,36.0
MALE,144.4,33.9,1969-01-06,1995-06-01,317.0
FEMALE,68.2,8.4,1994-09-30,1995-06-01,9.0
MALE,147.3,40.9,,1995-05-30,
FEMALE,75.5,8.4,1992-12-15,1995-05-30,29.0
FEMALE,55.3,5.2,1995-03-29,1995-05-30,2.0
MALE,144.9,66.9,1972-10-17,1995-05-31,271.0
FEMALE,98.9,16.3,1990-09-26,1995-05-31,56.0
FEMALE,147.3,42.9,1969-09-01,1995-06-05,309.0
MALE,87.3,12.0,1992-05-14,1995-06-05,37.0
FEMALE,142.7,40.9,1961-02-10,1995-06-01,412.0
FEMALE,77.8,9.7,1993-05-26,1995-05-31,24.0
FEMALE,143.5,40.9,1976-10-02,1995-05-31,223.0
MALE,68.5,8.6,1994-07-05,1995-05-31,10.0
MALE,150.6,52.9,1975-11-16,1995-06-05,235.0
FEMALE,149.9,45.9,1963-11-20,1995-05-30,378.0
MALE,100.5,14.3,1990-06-25,1995-05-30,59.0
FEMALE,148.9,56.9,1962-06-02,1995-05-31,395.0
FEMALE,108.8,20.7,1990-11-16,1995-05-31,54.0
FEMALE,65.0,8.6,1994-11-23,1995-05-31,6.0
FEMALE,136.9,52.9,1971-04-23,1995-05-30,289.0
FEMALE,63.8,6.3,1994-11-27,1995-05-30,6.0
MALE,150.4,62.9,1967-09-11,1995-05-30,332.0
FEMALE,154.4,49.9,1966-04-03,1995-05-31,349.0
MALE,101.7,15.9,1990-03-26,1995-05-31,62.0
MALE,83.2,11.3,1993-03-23,1995-05-31,26.0
FEMALE,146.3,44.9,1961-02-01,1995-06-01,412.0
FEMALE,100.6,16.0,1990-04-09,1995-06-01,62.0
MALE,85.7,11.8,1992-03-24,1995-06-01,39.0
MALE,71.9,7.5,1994-01-30,1995-06-01,17.0
MALE,153.6,46.9,1977-05-27,1995-05-31,216.0
FEMALE,153.7,52.9,1975-09-10,1995-05-31,236.0
MALE,144.0,48.9,,1995-06-01,
FEMALE,140.7,41.9,1966-12-28,1995-06-01,342.0
FEMALE,102.3,15.4,1991-01-15,1995-06-01,53.0
FEMALE,85.2,10.5,1992-04-19,1995-06-01,38.0
MALE,135.1,45.9,1976-04-16,1995-06-01,230.0
FEMALE,141.4,39.9,1970-05-19,1995-05-31,300.0
FEMALE,147.5,43.9,1971-04-20,1995-06-01,290.0
FEMALE,999.0,453.1,1990-03-17,,
FEMALE,999.0,453.1,1991-12-27,,
FEMALE,71.4,8.5,1994-06-16,1995-06-01,12.0
MALE,147.5,53.9,1975-12-14,1995-06-01,234.0
FEMALE,150.3,59.9,1965-08-02,1995-05-31,357.0
FEMALE,106.0,18.9,1990-01-08,1995-06-01,65.0
MALE,140.2,42.9,1976-08-03,1995-05-31,225.0
FEMALE,86.1,13.0,1992-05-13,1995-05-31,36.0
MALE,70.4,8.1,1993-12-30,1995-05-31,17.0
FEMALE,141.1,75.8,1963-10-26,1995-06-02,380.0
MALE,69.5,8.0,1994-07-12,1995-06-02,11.0
MALE,150.7,65.9,1959-10-22,1995-06-01,428.0
FEMALE,99.5,14.1,1990-07-09,1995-06-01,59.0
FEMALE,67.0,7.7,1994-03-12,1995-06-01,15.0
FEMALE,147.7,63.9,1972-08-18,1995-06-02,274.0
MALE,87.4,13.0,1991-07-22,1995-06-02,47.0
MALE,64.3,7.5,1994-12-28,1995-06-02,6.0
MALE,151.0,48.9,1968-03-25,1995-06-01,327.0
FEMALE,102.2,17.5,1990-03-25,1995-06-01,63.0
MALE,78.4,9.1,1993-10-30,1995-06-01,20.0
MALE,141.9,39.9,1969-09-24,1995-06-05,309.0
FEMALE,75.3,9.8,1994-01-09,1995-06-05,17.0
MALE,143.2,48.9,1964-08-23,1995-06-02,370.0
MALE,95.3,13.0,1990-07-07,1995-06-02,59.0
FEMALE,76.8,12.2,1992-09-16,1995-06-02,33.0
MALE,145.4,62.9,1967-09-24,1995-06-05,333.0
FEMALE,147.2,52.9,1967-08-03,1995-06-01,334.0
FEMALE,136.5,40.9,,1995-05-31,
FEMALE,141.9,40.9,1971-05-20,1995-06-01,289.0
FEMALE,81.3,10.2,1993-03-15,1995-06-02,27.0
FEMALE,55.6,5.5,1995-04-26,1995-06-01,2.0
MALE,148.6,41.9,1973-03-28,1995-06-02,267.0
MALE,97.5,14.0,1991-06-10,1995-06-02,48.0
FEMALE,82.5,11.5,1993-10-29,1995-06-02,20.0
FEMALE,146.2,48.9,1972-02-28,1995-06-02,280.0
MALE,99.2,16.0,1990-08-13,1995-06-02,58.0
FEMALE,61.5,6.8,1994-11-14,1995-06-02,7.0
FEMALE,145.5,44.9,1965-10-20,1995-06-01,356.0
FEMALE,80.6,10.4,1993-05-23,1995-06-01,25.0
MALE,149.4,63.9,1974-04-15,1995-06-01,254.0
MALE,144.1,46.9,1963-04-22,1995-06-06,386.0
FEMALE,105.2,18.6,1990-04-18,1995-06-06,62.0
FEMALE,88.9,13.6,1991-10-20,1995-06-06,44.0
MALE,71.9,8.8,1994-01-07,1995-06-06,17.0
MALE,145.7,41.9,1968-06-18,1995-06-06,324.0
FEMALE,77.2,10.4,1992-03-21,1995-06-06,39.0
FEMALE,140.8,47.9,1973-05-04,1995-06-07,265.0
MALE,145.5,40.9,,1995-06-06,
MALE,140.5,44.9,1964-06-30,1995-06-06,372.0
MALE,89.0,11.7,1991-02-28,1995-06-06,52.0
FEMALE,74.0,9.4,1993-09-25,1995-06-06,21.0
MALE,140.4,36.9,1968-04-22,1995-06-08,326.0
FEMALE,84.3,11.5,1992-03-27,1995-06-08,39.0
MALE,73.7,8.6,1994-03-23,1995-06-08,15.0
MALE,148.5,50.9,1962-02-14,1995-06-08,400.0
MALE,73.1,8.8,1993-11-28,1995-06-08,19.0
MALE,146.0,42.9,1968-05-26,1995-06-07,325.0
FEMALE,93.9,13.9,1991-09-18,1995-06-07,45.0
FEMALE,69.4,8.2,1994-05-29,1995-06-07,13.0
MALE,141.1,36.9,1966-11-15,1995-06-06,343.0
FEMALE,95.5,13.7,1990-06-09,1995-06-06,60.0
MALE,75.4,8.5,1993-03-08,1995-06-06,27.0
MALE,143.7,49.9,1977-03-26,1995-06-06,219.0
