Jenis_Kelamin,Tinggi_Badan,Berat_Badan,Lahir,Ukur,Umur_Bulan
MALE,86.3,11.0,1990-08-02,1995-06-02,58.0
FEMALE,69.0,8.7,1993-10-06,1995-06-02,20.0
FEMALE,145.3,38.1,,1995-06-02,
MALE,91.0,14.1,1991-09-29,1995-06-02,45.0
MALE,76.1,9.5,1993-09-01,1995-06-02,21.0
FEMALE,137.2,39.5,,1995-06-02,
FEMALE,85.3,11.0,1991-02-02,1995-06-02,52.0
MALE,999.0,453.1,1995-02-12,,
FEMALE,142.7,45.4,1972-05-22,1995-06-02,277.0
MALE,142.0,31.8,1971-08-10,1995-06-02,286.0
MALE,61.5,6.6,1994-10-05,1995-06-02,8.0
MALE,142.0,39.0,,1995-06-02,
MALE,91.5,13.1,1990-09-10,1995-06-02,57.0
FEMALE,80.0,10.9,1992-10-27,1995-06-02,32.0
MALE,61.5,6.7,1994-12-06,1995-06-02,6.0
MALE,136.5,37.2,,1995-06-02,
FEMALE,86.5,12.0,1991-10-07,1995-06-02,44.0
MALE,68.9,8.1,1993-12-25,1995-06-02,18.0
FEMALE,147.0,48.5,1978-11-11,1995-06-02,199.0
FEMALE,146.5,46.3,,1995-06-02,
FEMALE,150.4,43.5,1973-04-25,1995-08-21,268.0
MALE,143.2,55.3,1964-01-04,1995-08-21,379.0
FEMALE,105.0,17.0,1990-09-11,1995-08-21,59.0
FEMALE,85.7,11.3,1993-06-19,1995-08-21,26.0
MALE,55.2,5.1,1995-07-16,1995-08-21,1.0
FEMALE,149.5,43.5,1977-04-03,1995-08-21,220.0
FEMALE,152.8,44.0,1964-05-09,1995-08-21,375.0
FEMALE,104.8,15.9,1990-04-30,1995-08-21,64.0
FEMALE,145.2,41.7,,1995-08-22,
FEMALE,88.5,11.0,1991-11-22,1995-08-22,45.0
MALE,63.6,7.1,1995-01-26,1995-08-22,7.0
FEMALE,142.3,48.5,1963-03-23,1995-08-22,389.0
FEMALE,89.4,13.2,1992-04-11,1995-08-22,40.0
MALE,150.7,57.6,1964-04-12,1995-08-22,376.0
MALE,141.0,42.6,1972-04-19,1995-08-21,280.0
MALE,102.7,17.1,1990-11-15,1995-08-21,57.0
FEMALE,90.6,14.1,1992-10-17,1995-08-21,34.0
MALE,58.7,6.3,1995-05-24,1995-08-21,3.0
FEMALE,145.4,45.8,1967-03-02,1995-08-23,341.0
FEMALE,81.0,10.1,1993-04-19,1995-08-23,28.0
MALE,66.9,7.8,1994-12-05,1995-08-23,8.0
MALE,156.7,51.3,1975-10-20,1995-08-22,238.0
FEMALE,151.3,43.1,1975-09-20,1995-08-22,239.0
MALE,77.2,10.5,1994-03-30,1995-08-22,17.0
FEMALE,152.2,65.8,1970-05-10,1995-08-22,303.0
MALE,92.4,13.2,1992-06-20,1995-08-22,38.0
MALE,84.1,10.1,1993-03-19,1995-08-22,29.0
MALE,164.3,51.7,1977-03-15,1995-08-22,221.0
FEMALE,149.6,53.1,1964-05-30,1995-08-22,375.0
MALE,64.1,6.5,1995-02-02,1995-08-22,6.0
FEMALE,161.3,67.6,1976-02-14,1995-08-22,234.0
FEMALE,153.4,63.5,1961-04-01,1995-08-23,412.0
FEMALE,95.3,15.0,1992-06-07,1995-08-23,38.0
FEMALE,73.2,8.6,1994-05-22,1995-08-23,15.0
MALE,154.3,49.4,1970-04-21,1995-08-23,304.0
FEMALE,80.6,10.1,1993-08-31,1995-08-23,24.0
FEMALE,156.3,51.7,,1995-08-21,
MALE,151.0,56.2,1972-03-28,1995-08-21,281.0
FEMALE,84.1,12.0,1993-08-15,1995-08-21,24.0
MALE,51.6,4.2,1995-08-07,1995-08-21,0.0
FEMALE,150.4,43.1,1976-11-03,1995-08-23,225.0
MALE,150.1,41.3,1977-04-26,1995-08-22,220.0
FEMALE,148.6,55.3,1971-11-02,1995-08-23,285.0
MALE,54.3,4.9,1995-07-24,1995-08-23,1.0
FEMALE,150.9,70.8,1974-03-22,1995-08-21,257.0
FEMALE,999.0,453.1,1974-07-08,1995-08-22,253.0
MALE,82.5,10.6,1994-01-04,1995-08-22,19.0
MALE,156.2,70.3,1964-03-13,1995-08-23,377.0
MALE,100.3,18.0,1992-11-12,1995-08-23,33.0
MALE,77.8,10.2,1994-09-20,1995-08-23,11.0
FEMALE,78.2,9.8,1994-09-20,1995-08-23,11.0
FEMALE,161.0,53.5,1974-09-30,1995-08-23,251.0
MALE,147.0,51.3,,1995-08-22,
FEMALE,92.6,11.7,1991-07-19,1995-08-22,49.0
MALE,89.0,11.4,1992-07-21,1995-08-22,37.0
MALE,60.3,5.8,1994-11-13,1995-08-22,9.0
FEMALE,153.3,47.6,1970-03-26,1995-08-22,305.0
FEMALE,154.0,51.7,1972-06-07,1995-08-24,278.0
FEMALE,143.7,46.7,1975-06-01,1995-08-22,242.0
FEMALE,73.4,8.1,1994-05-25,1995-08-22,15.0
FEMALE,142.2,49.9,1965-05-29,1995-08-23,363.0
FEMALE,92.7,15.1,1992-07-18,1995-08-22,37.0
FEMALE,155.7,54.4,1960-01-19,1995-08-23,427.0
MALE,102.0,16.2,1990-07-29,1995-08-23,61.0
MALE,54.7,5.2,1995-06-04,1995-08-23,2.0
MALE,150.3,49.9,1977-03-30,1995-08-23,221.0
MALE,98.1,15.9,1991-11-16,1995-08-23,45.0
MALE,146.0,59.0,1967-12-20,1995-08-22,332.0
FEMALE,148.0,53.1,1975-03-08,1995-08-23,245.0
MALE,147.8,49.0,1972-04-29,1995-08-23,280.0
MALE,157.9,61.7,1973-08-22,1995-08-22,264.0
MALE,85.1,12.1,1993-04-10,1995-08-22,28.0
MALE,157.1,47.2,1973-03-13,1995-08-23,269.0
MALE,86.8,11.9,1993-02-14,1995-08-23,30.0
MALE,151.0,48.1,1965-02-06,1995-08-23,366.0
MALE,96.4,13.7,1990-11-30,1995-08-23,57.0
FEMALE,153.9,66.7,1962-08-20,1995-08-23,396.0
FEMALE,97.3,14.5,1991-12-13,1995-08-23,44.0
MALE,151.2,44.0,1964-01-20,1995-08-23,379.0
FEMALE,105.9,15.9,1991-03-14,1995-08-23,53.0
FEMALE,149.0,54.4,1960-11-16,1995-08-23,417.0
FEMALE,155.3,70.3,1962-09-30,1995-08-23,395.0
FEMALE,87.1,12.1,1993-04-26,1995-08-23,28.0
MALE,73.4,8.9,1994-09-22,1995-08-23,11.0
FEMALE,145.1,44.9,1964-03-11,1995-08-23,377.0
FEMALE,90.8,14.0,1992-05-10,1995-08-23,39.0
FEMALE,65.8,8.4,1995-01-01,1995-08-23,7.0
MALE,152.5,54.4,1965-12-10,1995-08-23,356.0
MALE,154.2,52.2,1974-01-06,1995-08-23,259.0
MALE,90.2,11.8,1992-03-01,1995-08-23,41.0
MALE,149.3,41.7,1977-07-17,1995-08-23,217.0
MALE,71.0,8.2,1994-06-17,1995-08-23,14.0
MALE,157.3,69.4,1970-09-03,1995-08-28,299.0
MALE,107.6,18.3,1990-04-19,1995-08-28,64.0
FEMALE,147.8,48.5,1964-11-13,1995-08-24,369.0
FEMALE,104.0,15.1,1991-01-11,1995-08-24,55.0
FEMALE,89.1,12.0,1992-12-22,1995-08-24,32.0
MALE,63.3,6.2,1995-02-17,1995-08-24,6.0
MALE,148.6,51.3,1970-12-11,1995-08-24,296.0
MALE,149.4,54.4,1965-12-05,1995-08-24,356.0
MALE,147.7,47.2,1977-02-26,1995-08-24,222.0
MALE,146.1,51.7,1977-05-23,1995-08-24,219.0
FEMALE,150.3,50.8,1967-11-03,1995-08-28,333.0
FEMALE,101.7,15.7,1991-04-05,1995-08-28,52.0
MALE,156.5,61.2,1962-10-15,1995-08-28,394.0
MALE,101.8,16.7,1991-12-21,1995-08-28,44.0
MALE,141.7,44.5,1970-02-23,1995-08-29,306.0
MALE,151.0,47.2,1975-10-20,1995-08-28,238.0
FEMALE,147.7,39.9,1961-04-27,1995-08-28,412.0
MALE,94.8,13.3,1990-11-07,1995-08-28,57.0
MALE,82.3,10.2,1992-06-17,1995-08-28,38.0
MALE,76.2,9.3,1993-12-07,1995-08-28,20.0
MALE,52.3,3.9,1995-08-02,1995-08-28,0.0
FEMALE,150.1,47.6,1975-06-20,1995-08-28,242.0
MALE,85.5,11.5,1992-10-31,1995-08-28,34.0
MALE,70.6,8.4,1994-08-17,1995-08-28,12.0
FEMALE,147.8,39.9,1967-11-19,1995-08-24,333.0
FEMALE,96.7,12.3,1990-08-02,1995-08-24,60.0
FEMALE,85.3,10.7,1992-08-31,1995-08-24,36.0
MALE,60.8,6.8,1995-05-23,1995-08-24,3.0
MALE,156.0,49.4,1971-05-09,1995-08-29,291.0
FEMALE,93.4,16.1,1992-07-21,1995-08-29,37.0
FEMALE,73.9,8.6,1994-03-27,1995-08-29,17.0
FEMALE,150.3,59.9,1964-12-21,1995-08-29,368.0
FEMALE,103.5,16.0,1990-12-14,1995-08-29,56.0
FEMALE,92.1,14.4,1992-05-19,1995-08-29,39.0
FEMALE,65.9,6.6,1994-09-17,1995-08-29,11.0
MALE,144.3,44.5,1968-01-01,1995-08-29,331.0
MALE,96.0,14.7,1990-04-09,1995-08-29,64.0
MALE,87.6,13.0,1992-07-28,1995-08-29,37.0
FEMALE,71.9,8.0,1993-12-31,1995-08-29,20.0
FEMALE,147.0,44.5,1971-05-18,1995-08-28,291.0
FEMALE,92.4,12.8,1992-05-03,1995-08-28,39.0
FEMALE,160.6,65.8,1964-04-07,1995-08-29,376.0
FEMALE,151.3,53.5,1965-08-24,1995-08-31,360.0
FEMALE,103.3,15.9,1990-06-17,1995-08-31,62.0
MALE,146.5,49.9,1964-02-14,1995-08-29,378.0
MALE,154.1,61.2,1972-05-25,1995-08-31,279.0
FEMALE,107.8,21.9,1990-04-27,1995-08-31,64.0
MALE,99.1,17.2,1991-11-18,1995-08-31,45.0
FEMALE,154.7,83.0,1968-01-01,1995-08-31,331.0
MALE,91.2,13.4,1992-06-26,1995-08-31,38.0
FEMALE,142.0,58.1,1971-01-01,1995-08-29,295.0
FEMALE,102.4,16.5,1990-03-19,1995-08-29,65.0
MALE,102.3,15.6,1991-04-14,1995-08-29,52.0
MALE,148.2,45.4,1971-01-19,1995-08-31,295.0
FEMALE,102.1,15.9,1990-08-14,1995-08-31,60.0
FEMALE,80.6,10.8,1992-07-08,1995-08-31,37.0
MALE,67.5,7.8,1994-10-19,1995-08-31,10.0
MALE,142.6,50.8,1977-07-29,1995-08-31,217.0
FEMALE,86.1,11.2,1991-11-21,1995-08-31,45.0
MALE,74.1,9.1,1993-03-21,1995-08-31,29.0
FEMALE,147.4,61.2,1971-08-12,1995-08-31,288.0
FEMALE,96.3,14.0,1991-05-07,1995-08-31,51.0
FEMALE,149.7,44.9,1973-03-16,1995-08-31,269.0
FEMALE,102.1,17.9,1990-04-16,1995-08-31,64.0
MALE,77.6,11.2,1992-11-27,1995-08-31,33.0
MALE,57.7,5.7,1995-05-15,1995-08-31,3.0
MALE,149.8,37.6,1964-05-13,1995-08-31,375.0
MALE,106.0,16.7,1990-02-28,1995-08-31,66.0
MALE,90.1,12.5,1991-09-29,1995-08-31,47.0
MALE,69.6,7.2,1994-01-28,1995-08-31,19.0
MALE,146.3,39.5,1972-01-25,1995-08-31,283.0
FEMALE,152.6,44.5,1971-04-16,1995-08-31,292.0
MALE,98.1,12.9,1991-12-24,1995-08-31,44.0
MALE,82.9,9.7,1994-01-07,1995-08-31,19.0
FEMALE,156.0,45.8,1962-01-21,1995-08-31,403.0
MALE,101.0,14.0,1991-04-18,1995-08-31,52.0
MALE,83.5,10.8,1993-03-15,1995-08-31,29.0
FEMALE,66.4,7.7,1995-02-25,1995-08-31,6.0
MALE,153.7,52.6,1963-08-04,1995-08-31,384.0
MALE,156.1,56.2,1970-12-01,1995-08-31,296.0
MALE,148.7,54.0,1960-08-25,1995-08-31,420.0
FEMALE,99.7,13.2,1990-06-14,1995-08-31,62.0
MALE,77.2,8.8,1992-10-15,1995-08-31,34.0
MALE,147.2,48.1,1971-03-07,1995-08-31,293.0
FEMALE,96.2,13.5,1991-11-15,1995-08-31,45.0
MALE,75.4,8.1,1994-01-16,1995-08-31,19.0
FEMALE,149.2,42.2,1973-11-10,1995-08-31,261.0
FEMALE,85.2,11.3,1992-11-05,1995-08-31,33.0
MALE,65.4,6.7,1994-11-15,1995-08-31,9.0
FEMALE,138.9,31.8,1970-01-03,1995-08-31,307.0
FEMALE,56.0,4.3,1995-03-01,1995-08-31,5.0
MALE,155.2,52.6,1970-07-15,1995-08-31,301.0
FEMALE,65.0,7.1,1995-05-03,1995-08-31,3.0
FEMALE,155.7,47.6,1977-04-02,1995-08-31,220.0
MALE,148.3,61.2,1965-03-27,1995-08-31,365.0
MALE,100.2,14.3,1991-08-29,1995-08-31,48.0
MALE,152.0,68.9,1959-10-18,1995-08-31,430.0
FEMALE,105.7,19.4,1990-02-28,1995-08-31,66.0
MALE,89.6,13.6,1992-07-29,1995-08-31,37.0
FEMALE,154.3,48.1,1969-12-28,1995-08-31,308.0
FEMALE,64.3,6.8,1995-05-23,1995-08-31,3.0
FEMALE,140.6,47.6,1962-01-24,1995-08-31,403.0
FEMALE,95.1,14.8,1992-03-10,1995-08-31,41.0
FEMALE,83.6,12.7,1993-03-28,1995-08-31,29.0
FEMALE,157.0,52.2,1960-01-12,1995-08-31,427.0
FEMALE,155.7,49.9,1969-09-01,1995-08-31,311.0
MALE,161.0,54.4,1976-09-14,1995-08-31,227.0
MALE,142.4,46.3,1967-01-03,1995-08-31,343.0
FEMALE,73.1,9.0,1994-07-26,1995-08-31,13.0
FEMALE,154.2,43.5,1960-10-16,1995-08-31,418.0
MALE,96.3,14.0,1990-08-26,1995-08-31,60.0
FEMALE,81.0,10.7,1993-08-12,1995-08-31,24.0
MALE,147.0,42.6,1969-08-19,1995-07-26,311.0
MALE,75.1,10.4,1994-03-18,1995-07-26,16.0
MALE,151.2,64.4,1964-03-03,1995-07-24,376.0
FEMALE,158.5,54.4,1974-07-14,1995-07-24,252.0
FEMALE,68.5,7.2,1994-07-18,1995-07-24,12.0
MALE,145.3,46.7,1965-09-15,1995-07-25,358.0
MALE,82.6,11.0,1991-10-14,1995-07-25,45.0
MALE,73.4,8.1,1993-08-20,1995-07-25,23.0
MALE,147.3,51.3,1960-10-15,1995-07-25,417.0
MALE,94.1,13.8,1991-11-27,1995-07-25,44.0
FEMALE,70.7,8.0,1994-04-10,1995-07-25,15.0
MALE,142.9,47.6,1965-09-06,1995-07-25,358.0
FEMALE,98.4,15.7,1990-11-29,1995-07-25,56.0
MALE,87.9,13.6,1992-09-27,1995-07-25,34.0
FEMALE,70.6,8.3,1994-08-24,1995-07-25,11.0
FEMALE,151.8,45.8,1969-06-19,1995-07-25,313.0
FEMALE,98.0,12.6,1990-12-31,1995-07-25,55.0
FEMALE,89.8,12.0,1992-08-18,1995-07-25,35.0
FEMALE,156.2,49.0,1972-08-17,1995-07-24,275.0
FEMALE,99.8,16.2,1990-03-13,1995-07-24,64.0
MALE,80.3,12.0,1994-05-16,1995-07-24,14.0
FEMALE,151.7,50.8,1967-06-13,1995-07-24,337.0
MALE,76.9,10.8,1994-01-27,1995-07-24,18.0
FEMALE,154.3,43.5,1977-03-19,1995-07-24,220.0
FEMALE,158.6,71.2,1968-04-03,1995-07-25,327.0
MALE,101.6,16.4,1992-03-05,1995-07-25,40.0
FEMALE,89.9,13.6,1993-07-06,1995-07-25,24.0
MALE,64.3,7.9,1995-03-02,1995-07-25,4.0
MALE,148.5,68.9,1971-05-20,1995-07-24,290.0
MALE,149.0,55.3,1974-12-15,1995-07-24,247.0
MALE,145.1,54.4,1974-10-17,1995-07-25,249.0
FEMALE,98.8,13.9,1991-01-14,1995-07-25,54.0
FEMALE,74.1,9.2,1993-11-22,1995-07-25,20.0
MALE,155.7,64.0,1968-07-14,1995-07-24,324.0
FEMALE,140.4,36.7,1972-11-15,1995-07-24,272.0
FEMALE,87.7,11.9,1992-09-15,1995-07-24,34.0
MALE,55.4,4.3,1995-06-19,1995-07-24,1.0
FEMALE,152.0,59.0,1976-08-23,1995-07-25,227.0
MALE,154.8,53.5,1960-02-21,1995-09-25,427.0
MALE,138.0,70.3,1969-10-04,1995-07-24,309.0
FEMALE,102.5,18.4,1990-05-01,1995-07-24,62.0
FEMALE,151.3,56.7,1959-11-17,1995-07-25,428.0
FEMALE,146.5,40.4,1964-11-15,1995-07-24,368.0
MALE,87.8,11.9,1992-06-17,1995-07-24,37.0
MALE,145.2,48.5,1969-10-22,1995-07-24,309.0
FEMALE,148.1,53.1,1961-05-05,1995-07-26,410.0
FEMALE,151.8,47.2,1960-06-04,1995-07-26,421.0
FEMALE,102.4,15.9,1990-11-08,1995-07-26,56.0
FEMALE,154.0,86.2,1965-11-22,1995-07-25,356.0
MALE,98.8,14.7,1992-06-21,1995-07-25,37.0
FEMALE,151.5,48.1,1971-12-23,1995-07-25,283.0
MALE,103.1,14.1,1990-10-25,1995-07-25,57.0
MALE,148.9,54.9,1963-09-14,1995-07-25,382.0
FEMALE,150.3,72.1,1971-12-28,1995-07-26,283.0
FEMALE,91.6,14.8,1992-06-19,1995-07-26,37.0
FEMALE,58.0,5.6,1995-05-13,1995-07-26,2.0
MALE,152.7,68.9,1962-05-23,1995-07-24,398.0
FEMALE,94.4,14.2,1990-07-13,1995-07-24,60.0
FEMALE,82.3,11.5,1992-09-18,1995-07-24,34.0
MALE,70.1,7.4,1994-04-05,1995-07-24,15.0
FEMALE,53.5,3.5,1995-06-27,1995-07-24,1.0
MALE,157.0,60.3,1960-10-01,1995-07-26,417.0
FEMALE,152.4,44.5,1977-07-24,1995-07-26,216.0
MALE,55.5,4.5,1995-05-22,1995-07-26,2.0
FEMALE,160.3,56.7,1975-09-19,1995-07-25,238.0
FEMALE,82.3,10.8,1993-07-30,1995-07-25,24.0
MALE,147.2,56.7,1961-06-24,1995-07-25,409.0
MALE,155.0,58.5,1972-12-27,1995-07-25,271.0
FEMALE,73.6,10.3,1994-08-10,1995-07-26,11.0
MALE,152.3,81.6,1959-11-06,1995-07-26,428.0
MALE,148.2,49.0,1977-07-24,1995-07-26,216.0
MALE,142.8,48.1,1964-01-25,1995-07-26,378.0
MALE,87.1,11.8,1991-08-20,1995-07-26,47.0
FEMALE,71.7,8.4,1993-09-16,1995-07-26,22.0
FEMALE,137.4,68.5,1967-01-20,1995-07-26,342.0
MALE,151.7,55.8,1960-12-03,1995-07-26,415.0
MALE,93.3,12.9,1992-06-29,1995-07-26,37.0
MALE,72.2,8.9,1994-08-12,1995-07-26,11.0
MALE,150.8,42.2,1966-02-13,1995-07-26,353.0
FEMALE,85.7,10.8,1992-08-17,1995-07-26,35.0
FEMALE,148.8,48.1,1976-10-07,1995-07-26,225.0
MALE,161.0,76.7,1974-04-28,1995-07-26,255.0
MALE,64.9,7.5,1995-02-16,1995-07-26,5.0
MALE,142.8,45.4,1964-07-20,1995-07-27,372.0
FEMALE,71.5,8.4,1994-07-30,1995-07-27,12.0
MALE,138.7,43.5,1972-06-06,1995-07-26,277.0
FEMALE,86.2,11.5,1992-03-02,1995-07-26,40.0
MALE,68.1,8.0,1994-07-05,1995-07-26,12.0
FEMALE,154.9,76.2,1965-09-06,1995-07-26,358.0
MALE,103.1,16.9,1991-07-03,1995-07-26,48.0
FEMALE,160.5,63.5,1966-05-09,1995-07-27,350.0
MALE,156.1,56.2,1967-04-01,1995-07-26,339.0
MALE,74.0,8.8,1994-05-16,1995-07-26,14.0
MALE,150.2,47.6,1972-03-09,1995-07-26,280.0
FEMALE,96.5,14.4,1991-02-28,1995-07-26,53.0
MALE,86.8,11.9,1992-10-19,1995-07-26,33.0
FEMALE,71.9,8.0,1994-07-08,1995-07-26,12.0
FEMALE,151.2,46.7,1973-09-06,1995-08-01,263.0
MALE,147.5,51.3,1970-04-21,1995-07-28,303.0
MALE,102.0,15.4,1990-06-09,1995-07-28,61.0
MALE,80.2,9.8,1993-04-21,1995-07-28,27.0
FEMALE,64.4,8.1,1995-02-05,1995-07-28,5.0
MALE,149.8,53.1,1975-01-31,1995-07-28,246.0
FEMALE,74.7,9.5,1994-01-23,1995-07-28,18.0
FEMALE,151.4,52.6,1972-02-02,1995-07-31,281.0
MALE,156.2,43.1,1976-06-30,1995-07-31,229.0
MALE,155.4,56.2,1971-07-30,1995-07-28,288.0
MALE,101.0,15.4,1990-06-03,1995-07-28,61.0
MALE,94.7,15.3,1991-08-15,1995-07-28,47.0
MALE,154.7,54.9,1974-07-02,1995-08-02,253.0
MALE,138.4,41.7,1973-11-08,1995-08-02,261.0
FEMALE,66.4,7.6,1994-09-21,1995-08-02,11.0
FEMALE,144.1,44.9,1975-04-16,1995-07-28,243.0
FEMALE,60.3,5.7,1995-03-16,1995-07-28,4.0
MALE,141.0,51.3,1971-12-02,1995-07-28,283.0
FEMALE,139.5,35.4,1973-01-26,1995-08-02,271.0
FEMALE,81.6,9.1,1993-06-20,1995-08-02,26.0
FEMALE,143.5,59.9,1960-05-24,1995-07-31,422.0
FEMALE,95.8,13.9,1990-09-20,1995-07-31,58.0
FEMALE,151.1,47.6,1967-10-25,1995-07-28,333.0
MALE,154.8,49.4,1976-09-05,1995-07-28,226.0
MALE,150.7,49.0,1971-08-28,1995-07-31,287.0
FEMALE,92.7,13.9,1990-04-09,1995-07-31,63.0
FEMALE,88.0,12.4,1992-02-16,1995-07-31,41.0
FEMALE,76.1,9.1,1993-10-04,1995-07-31,21.0
MALE,143.3,38.6,1961-04-03,1995-07-28,411.0
MALE,97.5,14.5,1990-02-18,1995-07-28,65.0
FEMALE,81.5,10.1,1992-08-03,1995-07-28,35.0
MALE,65.5,8.0,1995-01-30,1995-07-28,6.0
MALE,136.9,42.6,1960-02-01,1995-07-31,425.0
FEMALE,97.4,14.5,1991-04-29,1995-07-31,51.0
MALE,82.1,10.9,1993-07-22,1995-07-31,24.0
MALE,150.3,37.2,1968-06-15,1995-07-31,325.0
FEMALE,102.2,14.6,1990-02-06,1995-07-31,65.0
MALE,86.6,10.4,1992-09-01,1995-07-31,34.0
MALE,150.8,44.5,1975-02-07,1995-07-31,245.0
FEMALE,93.3,12.7,1991-12-10,1995-07-31,43.0
MALE,156.5,44.9,1959-11-19,1995-07-31,428.0
MALE,146.1,45.4,1962-09-05,1995-07-31,394.0
FEMALE,95.1,14.1,1991-01-03,1995-07-31,54.0
FEMALE,150.0,44.5,1968-08-14,1995-07-31,323.0
FEMALE,107.0,17.0,1990-01-20,1995-07-31,66.0
MALE,95.7,15.1,1991-12-11,1995-07-31,43.0
FEMALE,159.3,53.1,1971-09-25,1995-07-31,286.0
MALE,137.6,45.8,1969-11-02,1995-08-01,309.0
FEMALE,148.1,44.5,1968-01-15,1995-08-01,331.0
MALE,102.0,15.5,1990-04-13,1995-08-01,64.0
FEMALE,75.2,10.0,1994-04-09,1995-08-01,16.0
FEMALE,145.8,40.8,1967-03-12,1995-08-01,341.0
FEMALE,65.2,7.0,1995-02-02,1995-08-01,6.0
FEMALE,146.3,79.8,1962-03-12,1995-08-01,401.0
MALE,146.9,40.8,1967-02-01,1995-08-03,342.0
FEMALE,92.7,13.8,1991-12-01,1995-08-03,44.0
FEMALE,139.4,38.1,1960-10-08,1995-08-03,418.0
MALE,146.7,46.3,1965-05-14,1995-08-01,363.0
FEMALE,155.7,59.0,1967-10-30,1995-08-01,334.0
MALE,98.3,15.1,1990-11-23,1995-08-01,57.0
FEMALE,83.9,12.8,1993-05-26,1995-08-01,27.0
FEMALE,161.0,52.6,1977-07-04,1995-08-01,217.0
FEMALE,150.8,51.3,1971-01-12,1995-08-01,295.0
MALE,103.6,15.7,1990-07-03,1995-08-01,61.0
FEMALE,90.4,12.9,1992-07-03,1995-08-01,37.0
FEMALE,71.5,9.2,1994-09-09,1995-08-01,11.0
FEMALE,149.9,40.4,1970-03-08,1995-08-03,305.0
MALE,96.5,12.5,1990-11-03,1995-08-02,57.0
MALE,88.1,12.3,1992-09-25,1995-08-02,35.0
FEMALE,71.9,7.6,1994-07-30,1995-08-02,13.0
MALE,140.7,29.5,1975-02-20,1995-08-02,246.0
FEMALE,65.0,5.9,1994-08-08,1995-08-02,12.0
FEMALE,146.8,35.8,1971-03-24,1995-08-02,293.0
FEMALE,97.9,13.5,1990-11-18,1995-08-02,57.0
FEMALE,86.3,12.3,1992-06-17,1995-08-02,38.0
FEMALE,69.7,7.7,1994-07-29,1995-08-02,13.0
FEMALE,155.6,43.1,1960-03-04,1995-08-02,425.0
FEMALE,152.4,46.7,1966-01-07,1995-08-03,355.0
MALE,94.9,13.4,1990-11-23,1995-08-03,57.0
MALE,83.2,10.1,1992-09-04,1995-08-03,35.0
MALE,68.6,8.0,1994-11-03,1995-08-03,9.0
MALE,148.7,44.5,1966-04-19,1995-08-02,352.0
MALE,93.6,12.5,1991-05-09,1995-08-02,51.0
MALE,78.7,10.4,1993-02-07,1995-08-02,30.0
MALE,147.5,44.5,1974-09-22,1995-08-02,251.0
FEMALE,94.3,13.4,1991-04-01,1995-08-02,52.0
FEMALE,89.4,12.6,1992-05-31,1995-08-02,39.0
FEMALE,68.3,7.0,1994-07-08,1995-08-02,13.0
FEMALE,150.0,44.5,1960-06-17,1995-08-03,422.0
MALE,81.3,11.0,1992-12-12,1995-08-03,32.0
MALE,146.1,48.5,1964-01-15,1995-08-02,379.0
FEMALE,87.6,13.7,1991-08-27,1995-08-02,48.0
FEMALE,74.8,10.2,1993-08-06,1995-08-02,24.0
MALE,61.8,6.4,1995-02-18,1995-08-02,6.0
FEMALE,152.0,46.3,1971-02-18,1995-08-02,294.0
FEMALE,152.3,49.9,1977-03-15,1995-08-02,221.0
FEMALE,152.0,39.5,1960-11-03,1995-08-02,417.0
FEMALE,144.6,43.5,1976-12-16,1995-08-02,224.0
MALE,148.0,56.7,1977-04-25,1995-08-02,220.0
FEMALE,83.5,10.6,1993-03-21,1995-08-02,29.0
FEMALE,72.6,8.7,1994-06-11,1995-08-02,14.0
MALE,151.5,51.7,1972-08-16,1995-08-02,276.0
MALE,63.2,6.7,1994-12-04,1995-08-02,8.0
FEMALE,168.3,53.1,1970-09-30,1995-09-05,300.0
MALE,54.2,3.5,1995-07-29,1995-09-05,2.0
FEMALE,152.0,48.1,1960-11-13,1995-09-05,418.0
FEMALE,98.6,15.1,1991-03-15,1995-09-05,54.0
MALE,75.8,9.3,1994-01-11,1995-09-05,20.0
FEMALE,153.5,62.1,1964-03-04,1995-09-05,378.0
FEMALE,89.7,12.8,1991-03-06,1995-09-05,54.0
FEMALE,79.7,10.1,1993-06-02,1995-09-05,27.0
FEMALE,159.2,60.3,1972-11-13,1995-09-05,274.0
MALE,101.3,16.4,1991-12-20,1995-09-05,45.0
MALE,83.2,11.8,1993-11-01,1995-09-05,22.0
FEMALE,57.5,5.4,1995-06-23,1995-09-05,3.0
MALE,153.3,55.8,1974-08-04,1995-09-05,253.0
FEMALE,90.0,13.2,1991-07-16,1995-09-05,50.0
FEMALE,82.5,11.6,1993-04-06,1995-09-05,29.0
FEMALE,144.8,47.2,1970-08-03,1995-09-05,301.0
FEMALE,66.2,6.6,1995-01-21,1995-09-05,8.0
FEMALE,139.1,45.8,1964-10-18,1995-09-05,371.0
MALE,91.5,14.0,1991-12-21,1995-09-05,45.0
FEMALE,74.5,9.8,1993-11-02,1995-09-05,22.0
MALE,53.6,4.4,1995-06-28,1995-09-05,3.0
MALE,160.7,55.8,1977-07-18,1995-09-06,218.0
FEMALE,73.5,10.4,1994-09-25,1995-09-06,12.0
FEMALE,155.4,59.4,1972-07-05,1995-09-05,278.0
FEMALE,106.7,18.3,1990-07-10,1995-09-05,62.0
FEMALE,92.4,14.8,1992-01-23,1995-09-05,44.0
FEMALE,77.3,10.7,1994-02-15,1995-09-05,19.0
MALE,141.6,48.1,1974-07-11,1995-09-06,254.0
